ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address  (Unit #),Registered Address  (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
,,16/12/2025,SPINELLI PTE LTD,SPINELLI,,TeleSales,,Offline Sources,Adhoc,,199501882W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6337 8618,jasmine.loh@spinellicoffee.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SWISSBAKE,SWISSBAKE,,TeleSales,,Offline Sources,Adhoc,,53436417M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8183 6540,john.lee@swiss-bake.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,TAMPOPO GRAND,TAMPOPO GRAND,,TeleSales,,Offline Sources,Adhoc,,53179350L,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6735 2959,wanchyng@cfc.com.sg,,,,65 6338 1233,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,TORI-Q,TORI Q,,TeleSales,,Offline Sources,Adhoc,,52918968B,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6887 5795,karen@takopachi.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,TOWER CLUB,TOWER CLUB,,TeleSales,,Offline Sources,Adhoc,,52823399L,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6737 3388,keith.lim@tower-club.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,"""TUCKSHOP"" PRIVATE LIMITED",TUCKSHOP,,TeleSales,,Offline Sources,Adhoc,,201214550K,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9879 9417,benson_moo520@hotmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,WELL DRESSED SALAD BAR & CAFE LLP,WELL DRESSED SALAD BAR & CAFE,,TeleSales,,Offline Sources,Adhoc,,T13LL0631D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9789 3072,sowelldressed@live.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ZINGRILL HOLDINGS PTE LTD,ZINGRILL,,TeleSales,,Offline Sources,Adhoc,,200101877Z,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9769 2615,andrew@zingrill.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,KITE LLP,KITE,,TeleSales,,Offline Sources,Adhoc,,T21LL0051F,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9729 7988,info@eat-at-kite.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,JERRY'S BARBECUE & GRILL (SINGAPORE) PTE LTD,JERRYS BARBECUE & GRILL,,TeleSales,,Offline Sources,Adhoc,,199001952R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9670 8050,alhakam333@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,DIAMOND KITCHEN PRIVATE LIMITED,DIAMOND KITCHEN,,TeleSales,,Offline Sources,Adhoc,,201110162W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6464 0410,reservation@diamondkitchen.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,PEACH BLOSSOMS CHINESE RESTAURANT,PEACH BLOSSOMS CHINESE RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,32930800M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6845 1111,peachblossoms.prsmb@parkroyalhotels.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,BAR NKD,BAR NKD,,TeleSales,,Offline Sources,Adhoc,,53202228M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6423 4695,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,FRY BISTRO,FRY BISTRO,,TeleSales,,Offline Sources,Adhoc,,53225523B,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8418 5995,frybistro@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SERAYA ENERGY PTE LTD,SERAYA ENERGY,,TeleSales,,Offline Sources,Adhoc,,200103194D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9119 7119,julia.chan@pseraya.com.sg,,,,65 6213 8784,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GRAND SHANGHAI,GRAND SHANGHAI,,TeleSales,,Offline Sources,Adhoc,,52969032B,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6836 6866,restaurant@grandshanghai.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE EASTERN RESTAURANT PTE LTD,THE EASTERN RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,199901533R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6743 7883,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,RUMAH MAKAN MINANG PTE LTD,RUMAH MAKAN MINANG,,TeleSales,,Offline Sources,Adhoc,,199504924G,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6294 4805,enquiry@minang.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,CHOP CHOP SG,CHOP CHOP,,TeleSales,,Offline Sources,Adhoc,,53493687C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6708 6774,hello@wethehawkers.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,CASUARINA CURRY RESTAURANT PTE LTD,CASUARINA CURRY RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,199801790E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6455 9093,enquiry@casuarinacurry.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,PLUM VILLAGE LLP,PLUM VILLAGE,,TeleSales,,Offline Sources,Adhoc,,T25LL1034F,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6458 9005,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GOLDEN TREASURE RESTAURANT,GOLDEN TREASURE RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,53046605L,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6743 1622,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,LAKSHIMI VILAS RESTAURANT,LAKSHIMI VILAS RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,04653300A,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6272 0537,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,JOO HENG RESTAURANT,JOO HENG RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,53081763B,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6345 1503,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,YING YANG,YING YANG,,TeleSales,,Offline Sources,Adhoc,,53501178D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6808 2183,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,DINOVIA KULINER,DINOVIA KULINER,,TeleSales,,Offline Sources,Adhoc,,53196629A,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6440 0774,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,MELLVIN SEAFOOD RESTAURANT,MELLVIN SEAFOOD RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,53113060J,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6366 9985,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE CELLAR DOOR PTE LTD,THE CELLAR DOOR,,TeleSales,,Offline Sources,Adhoc,,200001784C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6463 5296,marcom@thecellardoor.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,BOUNTIFUL RESTAURANT,BOUNTIFUL RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,53199874J,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6270 3323,thebountifulstore@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,HENG HENG BAK KUT TEH,HENG HENG BAK KUT TEH,,TeleSales,,Offline Sources,Adhoc,,48024700E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6292 4913,henghengclaypotbkt@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,XIN CUISINE-CHINESE RESTAURANT,XIN CUISINE CHINESE RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,43057000K,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6731 7173,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GUILIN DONG JIANG RESTAURANT LLP,GUILIN DONG JIANG RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,T09LL1171K,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6766 3396,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,CHEF'S HATS,CHEFS HATS,,TeleSales,,Offline Sources,Adhoc,,53198968B,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9479 9101,chefs.hats@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SIN HUAT SEAFOOD RESTAURANT,SIN HUAT SEAFOOD RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,53056357J,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6744 9755,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,RASA RASA THAI SEAFOOD RESTAURANT,RASA RASA THAI SEAFOOD RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,53101768X,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6404 0650,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,AZUR,AZUR,,TeleSales,,Offline Sources,Adhoc,,53102711B,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6823 5354,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE DRUNKEN POET,THE DRUNKEN POET,,TeleSales,,Offline Sources,Adhoc,,53314990L,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6734 2924,murrayocp@gmail.com,,,,65 6887 4824,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ORIHARA SHOTEN,ORIHARA SHOTEN,,TeleSales,,Offline Sources,Adhoc,,53155868A,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6836 5710,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,BOB'S BAR,BOBS BAR,,TeleSales,,Offline Sources,Adhoc,,53113344C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6591 5047,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THE TAVERN WINE & TAPAS BAR,THE TAVERN WINE & TAPAS BAR,,TeleSales,,Offline Sources,Adhoc,,50745600M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6737 6995,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,PADDY HILLS,PADDY HILLS,,TeleSales,,Offline Sources,Adhoc,,53413625K,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6479 0800,bryangoh@paddyhills.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,TRIPLE THREE PRIVATE LIMITED,TRIPLE THREE,,TeleSales,,Offline Sources,Adhoc,,201606333W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6831 6288,,,,,65 6831 6271,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SER SENG HERBS (TURTLE) RESTAURANT,SER SENG HERBS TURTLE RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,33086300B,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6287 6341,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,BIRDIE NUM NUM,BIRDIE NUM NUM,,TeleSales,,Offline Sources,Adhoc,,53294980C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6449 2546,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ZEN FUT SAI KAI VEGETARIAN RESTAURANT,ZEN FUT SAI KAI VEGETARIAN RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,52923378M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6291 2350,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,CRAB CORNER LLP,CRAB CORNER,,TeleSales,,Offline Sources,Adhoc,,T14LL0622L,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6333 6969,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SAKAE SUSHI,SAKAE SUSHI,,TeleSales,,Offline Sources,Adhoc,,52846829D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8748 5819,johnnyho@sakaeholdings.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,DINE ON 3,DINE ON 3,,TeleSales,,Offline Sources,Adhoc,,53177314X,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6371 1964,manuel.regodon@shangri-la.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ARTICHOKE CAFE + BAR,ARTICHOKE CAFE & BAR,,TeleSales,,Offline Sources,Adhoc,,53171223X,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6336 6949,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,JONG ANN RESTAURANT,JONG ANN RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,05440200W,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6742 6287,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,QUAN LE YAN SEAFOOD,QUAN LE YAN SEAFOOD,,TeleSales,,Offline Sources,Adhoc,,47940400C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6273 4960,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,POH HUAT RESTAURANT,POH HUAT RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,52937619M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8194 4741,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,TIAN TIAN SEAFOOD RESTAURANT,TIAN TIAN SEAFOOD RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,52814496X,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6324 1082,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,LOO'S HAINANESE CURRY RICE,LOOS HAINANESE CURRY RICE,,TeleSales,,Offline Sources,Adhoc,,53360537K,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6225 3762,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,PARCO (SINGAPORE) PTE LTD,PARCO,,TeleSales,,Offline Sources,Adhoc,,199105906E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6595 9100,hori-hiro@parco.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GONG HE GUAN,GONG HE GUAN,,TeleSales,,Offline Sources,Adhoc,,52957774K,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6223 0562,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ANNALAKSHMI JANATHA,ANNALAKSHMI JANATHA,,TeleSales,,Offline Sources,Adhoc,,53405323L,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6223 0809,annagov@singnet.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,FISH @ BUGIS+,FISH@BUGIS,,TeleSales,,Offline Sources,Adhoc,,53316458C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8338 6530,funatfish@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SHUTTERS,SHUTTERS,,TeleSales,,Offline Sources,Adhoc,,53494820X,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6825 3866,info@shutterplus.ie,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,KIA HIANG RESTAURANT,KIA HIANG RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,22652100A,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9004 0381,ng.kiajin@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,MASTA KAFE,MASTA KAFE,,TeleSales,,Offline Sources,Adhoc,,53324231B,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9238 5663,kensg0110@hotmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,PIZZA HUT SINGAPORE PTE LTD,PIZZA HUT,,TeleSales,,Offline Sources,Adhoc,,199302293D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6233 8201,ishujay@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,FLOC PRIVATE LIMITED,FLOC,,TeleSales,,Offline Sources,Adhoc,,201423107N,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9276 4511,nickhong@flocgroup.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SAKAE HOLDINGS LTD.,SAKAE,,TeleSales,,Offline Sources,Adhoc,,199604816E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9785 9622,,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SKY CAPITAL,SKY CAPITAL,,TeleSales,,Offline Sources,Adhoc,,53351301D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9009 2714,hello@pgfn.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GOODWOOD PARK HOTEL PRIVATE LIMITED,GOODWOOD PARK HOTEL,,TeleSales,,Offline Sources,Adhoc,,194700135H,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8484 1214,thomas.wee@yorkhotel.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,AKASHI JAPANESE RESTAURANT PTE LTD,AKASHI JAPANESE RESTAURANT,,TeleSales,,Offline Sources,Adhoc,,199501873R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6376 9972,akashi@akashijap.com.sg,,,,65 6749 1577,wesgtw@gmail.com,,,,65 9233 3452,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GRID PRIVATE LIMITED,GRID,,TeleSales,,Offline Sources,Adhoc,,199001014R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8333 5875,natalieboon.sgp@gawcapital.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GLORY & CO,GLORY,,TeleSales,,Offline Sources,Adhoc,,01265000E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9173 2384,laylay.png@glory-global.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GRAND COPTHORNE WATERFRONT HOTEL SINGAPORE,GRAND COPTHORNE WATERFRONT HOTEL,,TeleSales,,Offline Sources,Adhoc,,52898318X,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9144 2485,shaun.chan@milleniumhotels.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,SPARTAN SYSTEM (S) PTE LTD,SPARTAN S,,TeleSales,,Offline Sources,Adhoc,,199104419C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6741 6339,gary@spartan.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,JUMBO GROUP LIMITED,JUMBO,,TeleSales,,Offline Sources,Adhoc,,201503401Z,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8189 1155,tan.chiahliang@jumbogroup.com.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,MILLENNIUM HOTELS AND RESORTS,MILLENNIUM HOTELS AND RESORTS,,TeleSales,,Offline Sources,Adhoc,,53306261J,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6664 8779,shwuyun.lee@millenniumhotels.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,CRAY VENTURES PRIVATE LIMITED,CRAY VENTURES,,TeleSales,,Offline Sources,Adhoc,,201708657G,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9116 8992,cheryl@playmade.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,HOLLAND VILLAGE FOOD COURT PTE LTD,HOLLAND VILLAGE FOOD COURT,,TeleSales,,Offline Sources,Adhoc,,199704619M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9782 5108,hollandv33@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,TONG SHUI DESSERTS,TONG SHUI DESSERTS,,TeleSales,,Offline Sources,Adhoc,,53085052D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9234 6612,wendyteo07@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ASIRI TRADING PTE. LTD.,ASIRI,,TeleSales,,Offline Sources,Adhoc,,201916803C,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9186 6817,asiritrading19@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ETHOS FOOD PTE. LTD.,ETHOS FOOD,,TeleSales,,Offline Sources,Adhoc,,201809214E,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9668 2891,peiyee@bezcareers.com,,,,,john@ogk.sg,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,EBISU PRIVATE LIMITED,EBISU,,TeleSales,,Offline Sources,Adhoc,,201931514R,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9068 3439,adrian.tanas@res.com.sg,,,,,finance.ar@res.com.sg,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,HARILELA HOSPITALITY PTE. LTD.,HARILELA HOSPITALITY,,TeleSales,,Offline Sources,Adhoc,,200403587M,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6249 8081,letha@harilelahospitality.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,THAICOON AUNT PTE. LTD.,THAICOON AUNT,,TeleSales,,Offline Sources,Adhoc,,201019918Z,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8118 3202,suchana@jai-thai.com,,,,,annesabalo@gmail.com,,,,,0611cassandra@gmail.com,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,BIG LEAP PRIVATE LIMITED,BIG LEAP,,TeleSales,,Offline Sources,Adhoc,,201128662Z,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 2221 1369,bigleapsub@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,GALA FOOD (CP) PTE. LTD.,GALA FOOD CP,,TeleSales,,Offline Sources,Adhoc,,201830141D,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 9780 5266,yiding.yu@galafood.sg,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,MUGIWARA PTE. LTD.,MUGIWARA,,TeleSales,,Offline Sources,Adhoc,,202401226Z,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 8303 3677,ericooicy@gmail.com,,,,,,,,,,,,,,Gov List,"ACRA, Google Searches",,
,,16/12/2025,ORCHARD HOTEL SINGAPORE,ORCHARD HOTEL,,TeleSales,,Offline Sources,Adhoc,,39023500L,,,,,,,,,,,,,,,,"B2C, Offline",,,,,,,,,,,,,,,,65 6734 7766,cindy.poh@millenniumhotels.com,,,,,generalledger3.ohs@millenniumhotels.com,,,,,,,,,Gov List,"ACRA, Google Searches",,
